product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_num_reviews,product_url
2%,3%,17%,39%,39%,4.09,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5355/9781535585958.jpg,"1,726 ratings",https://www.bookdepository.com/How-Day-Trade-for-Living-Andrew-Aziz/9781535585958
1%,3%,23%,37%,36%,4.04,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4262/9781426217272.jpg,569 ratings,https://www.bookdepository.com/StarTalk-Neil-deGrasse-Tyson/9781426217272
0%,0%,0%,50%,50%,4.5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3877/9780387789491.jpg,2 ratings,https://www.bookdepository.com/Neuroscience-Space-Gilles-Clément/9780387789491
1%,2%,15%,43%,39%,4.17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141986364.jpg,"3,275 ratings",https://www.bookdepository.com/Exercised-Daniel-Lieberman/9780141986364
1%,5%,19%,42%,34%,4.03,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8479/9781847926166.jpg,652 ratings,https://www.bookdepository.com/Black-Hole-Survival-Guide-Janna-Levin/9781847926166
2%,4%,17%,31%,46%,4.16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4019/9781401957193.jpg,"5,863 ratings",https://www.bookdepository.com/Super-Attractor-Gabrielle-Bernstein/9781788173124
4%,5%,14%,28%,49%,4.14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8754/9780875421223.jpg,"7,533 ratings",https://www.bookdepository.com/Encyclopaedia-Magical-Herbs-Scott-Cunningham/9780875421223
0%,0%,0%,100%,0%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6138/9798613829569.jpg,1 rating,https://www.bookdepository.com/Manifestation-Journal-555-Method-Manifesting-Co/9798613829569
1%,2%,9%,29%,58%,4.39,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0623/9780062316110.jpg,"704,229 ratings",https://www.bookdepository.com/Sapiens-Brief-History-Humankind-Yuval-Noah-Harari/9780062316110
0%,0%,5%,27%,68%,4.64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5892/9781589239852.jpg,22 ratings,https://www.bookdepository.com/Green-Witch-Magick-Susan-Ilka-Tuttle/9781589239852
0%,3%,14%,25%,58%,4.39,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241548332.jpg,36 ratings,https://www.bookdepository.com/Greg-Sausage-Roll-Santas-Little-Helper-Mark-Hoyle/9780241548332
0%,0%,0%,100%,0%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241448274.jpg,1 rating,https://www.bookdepository.com/Moomin-Baby-Words-Tummy-Time-Concertina-Book-Tove-Jansson/9780241448274
3%,3%,8%,9%,78%,4.57,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3125/9780312521066.jpg,77 ratings,https://www.bookdepository.com/First-100-Board-Book-Box-Set-3-Books-Roger-Priddy/9780312521066
1%,6%,20%,36%,37%,4.02,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3758/9780375836015.jpg,886 ratings,https://www.bookdepository.com/Boy-Who-Loved-Words-Roni-Schotter/9780375836015
0%,7%,26%,19%,48%,4.07,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409570363.jpg,27 ratings,https://www.bookdepository.com/First-Thousand-Words-Hebrew-Heather-Amery/9781409570363
0%,1%,9%,44%,46%,4.35,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141986524.jpg,278 ratings,https://www.bookdepository.com/Greece-Roderick-Beaton/9780141986524
1%,3%,16%,41%,40%,4.18,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4999/9788499928364.jpg,"8,471 ratings",https://www.bookdepository.com/El-futuro-de-la-humanidad-La-terraformacion-de-Marte-los-viajes-interestelares-la-inmortalidad-y-nuestro-destino-mas-alla-de-la-tierra-Future-Huma-Michio-Kaku/9788499928364
0%,4%,21%,42%,32%,4.03,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241986844.jpg,571 ratings,https://www.bookdepository.com/Zoologists-Guide-Galaxy-Arik-Kershenbaum/9780241986844
2%,3%,14%,36%,45%,4.19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5533/9780553380163.jpg,"358,867 ratings",https://www.bookdepository.com/Brief-History-Time-Stephen-Hawking/9780553380163
0%,2%,13%,42%,43%,4.26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9821/9781982103545.jpg,"5,483 ratings",https://www.bookdepository.com/End-Everything-Katie-Mack/9780141989587
0%,0%,40%,20%,40%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4985/9781498511377.jpg,5 ratings,https://www.bookdepository.com/Negritude-Movement-Reiland-Rabaka/9781498511377
3%,3%,11%,29%,54%,4.29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7643/9780764350368.jpg,35 ratings,https://www.bookdepository.com/Shamanic-Healing-Oracle-Cards-Michelle-Motuzas/9780764350368
0%,1%,14%,43%,42%,4.25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444949360.jpg,161 ratings,https://www.bookdepository.com/BOOT-small-robot-BIG-adventure-Shane-Hegarty/9781444949360
1%,3%,11%,21%,63%,4.43,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3079/9780307989130.jpg,"1,597 ratings",https://www.bookdepository.com/Christmas-Story-Jane-Werner-Watson/9780307989130
0%,0%,0%,8%,92%,4.92,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5728/9781572816398.jpg,12 ratings,https://www.bookdepository.com/Pamela-Colman-Smith-Commemorative-Set-Pamela-Colman-Smith/9781572816398
0%,7%,26%,19%,48%,4.07,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409570363.jpg,27 ratings,https://www.bookdepository.com/First-Thousand-Words-Hebrew-Heather-Amery/9781409570363
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9089/9781908985545.jpg,2 ratings,https://www.bookdepository.com/Three-Letter-Words-Flash-Cards-Alain-Gree/9781908985545
0%,5%,16%,42%,37%,4.12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7607/9781760761226.jpg,83 ratings,https://www.bookdepository.com/Secret-Life-Stars-Lisa-Harvey-Smith/9781760761226
0%,2%,17%,42%,39%,4.19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4814/9781481446693.jpg,992 ratings,https://www.bookdepository.com/World-Is-Not-Rectangle-Jeanette-Winter/9781481446693
0%,3%,18%,34%,45%,4.2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6868/9781686872723.jpg,417 ratings,https://www.bookdepository.com/High-Frontier-Gerard-K-ONeill/9781686872723
0%,0%,50%,0%,50%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529327649.jpg,2 ratings,https://www.bookdepository.com/Meteorite-Tim-Gregory/9781529327649
1%,2%,11%,30%,55%,4.34,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241351086.jpg,"16,290 ratings",https://www.bookdepository.com/Zami-Audre-Lorde/9780241351086
1%,3%,18%,45%,33%,4.06,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4729/9781472960429.jpg,178 ratings,https://www.bookdepository.com/Contact-Paradox-Keith-Cooper/9781472960429
0%,2%,18%,39%,41%,4.19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6911/9780691195254.jpg,249 ratings,https://www.bookdepository.com/Great-Adaptations-Kenneth-Catania/9780691195254
0%,1%,5%,32%,62%,4.55,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5923/9781592339709.jpg,266 ratings,https://www.bookdepository.com/Complete-Grimoire-Lidia-Pradas/9781592339709
0%,0%,11%,56%,33%,4.22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788170765.jpg,9 ratings,https://www.bookdepository.com/Archangel-Animal-Oracle-Cards-Diana-Cooper/9781788170765
0%,4%,4%,20%,72%,4.6,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788173612.jpg,25 ratings,https://www.bookdepository.com/Angel-Guide-Oracle-Kyle-Gray/9781788173612
0%,0%,7%,40%,53%,4.47,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5072/9781507215876.jpg,15 ratings,https://www.bookdepository.com/Green-Witchs-Garden-Arin-Murphy-Hiscock/9781507215876
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0082/9780008212452.jpg,1 rating,https://www.bookdepository.com/Spelling-Quick-Quizzes-Ages-5-7-Collins-Easy-Learning/9780008212452
0%,1%,6%,29%,63%,4.54,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5931/9780593101452.jpg,"4,345 ratings",https://www.bookdepository.com/Million-Dollar-Demon-Kim-Harrison/9780593101445
0%,0%,0%,16%,84%,4.84,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5235/9781523502950.jpg,19 ratings,https://www.bookdepository.com/Paint-By-Sticker-Kids-Beautiful-Bugs-Workman-Publishing/9781523502950
1%,3%,17%,39%,40%,4.14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0994/9780099448785.jpg,"115,634 ratings",https://www.bookdepository.com/Hard-Boiled-Wonderland-End-World-Haruki-Murakami/9780099448785
0%,0%,27%,36%,36%,4.09,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8576/9780857639509.jpg,11 ratings,https://www.bookdepository.com/Happy-Birthday-You-Nicola-Slater/9780857639509
0%,5%,11%,32%,53%,4.32,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008141752.jpg,19 ratings,https://www.bookdepository.com/Easy-Learning-Italian-Complete-Grammar-Verbs-Vocabulary-3-books-1-Collins-Dictionaries/9780008141752
1%,1%,7%,34%,58%,4.48,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2501/9781250137524.jpg,"1,240 ratings",https://www.bookdepository.com/Counting-on-Katherine-Helaine-Becker/9781250137524
1%,3%,8%,37%,51%,4.34,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5836/9781583676097.jpg,126 ratings,https://www.bookdepository.com/Facing-Anthropocene-Ian-Angus/9781583676097
1%,4%,21%,42%,33%,4.03,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3745/9780374537128.jpg,"2,963 ratings",https://www.bookdepository.com/What-Plant-Knows-Daniel-Chamovitz/9781851689705
1%,2%,7%,26%,63%,4.49,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241410509.jpg,"28,804 ratings",https://www.bookdepository.com/Sister-Outsider-Audre-Lorde/9780241410509
0%,0%,0%,29%,71%,4.71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409343707.jpg,7 ratings,https://www.bookdepository.com/Rock-Mineral-DK/9781409343707
1%,3%,1%,19%,77%,4.68,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7818/9781781806968.jpg,111 ratings,https://www.bookdepository.com/Keepers-Light-Oracle-Cards-Kyle-Gray/9781781806968
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0082/9780008213589.jpg,1 rating,https://www.bookdepository.com/International-Primary-English-Second-Language-Students-Book-Stage-1-Daphne-Paizee/9780008213589
0%,1%,9%,31%,58%,4.46,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5931/9780593101421.jpg,"7,334 ratings",https://www.bookdepository.com/American-Demon-Kim-Harrison/9780593101421
0%,0%,0%,25%,75%,4.75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5934/9780593437513.jpg,4 ratings,https://www.bookdepository.com/Trouble-with-Cursed-Kim-Harrison/9780593437513
0%,0%,0%,100%,0%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5291/9781529110371.jpg,2 ratings,https://www.bookdepository.com/Swan-Stephen-Moss/9781529110371
0%,0%,17%,17%,67%,4.5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7880/9781788003568.jpg,6 ratings,https://www.bookdepository.com/Listen-Classical-Music-Marion-Billet/9781788003568
0%,7%,10%,37%,47%,4.23,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474968720.jpg,30 ratings,https://www.bookdepository.com/Dont-Tickle-Lion-Sam-Taplin/9781474968720
0%,0%,11%,38%,51%,4.41,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5931/9780593174999.jpg,37 ratings,https://www.bookdepository.com/Hello-World-Planet-Earth-Jill-McDonald/9780593174999
0%,6%,19%,32%,42%,4.1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7566/9780756602543.jpg,78 ratings,https://www.bookdepository.com/DK-Eyewitness-Books-Robot-Roger-Bridgman/9780756602543
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0630/9780063023338.jpg,2 ratings,https://www.bookdepository.com/Roblox-Ultimate-Guide-Collection-Official-Roblox-Books-Harpercollins/9780063023338
0%,0%,0%,100%,0%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241520703.jpg,1 rating,https://www.bookdepository.com/Penguin-Readers-Level-3-Ghost-Stories-ELT-Graded-Reader-M-R-James/9780241520703
3%,2%,20%,26%,49%,4.17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474939928.jpg,106 ratings,https://www.bookdepository.com/Boy-who-cried-Wolf-Mairi-Mackinnon/9780746085592
1%,2%,6%,36%,55%,4.43,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5179/9781517902377.jpg,342 ratings,https://www.bookdepository.com/Arts-Living-on-Damaged-Planet-Anna-Lowenhaupt-Tsing/9781517902377
2%,4%,15%,31%,47%,4.17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141336671.jpg,"3,098,288 ratings",https://www.bookdepository.com/Diary-Young-Girl-H-B-slipcase-Anne-Frank/9780141336671
0%,0%,29%,14%,57%,4.29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474981323.jpg,7 ratings,https://www.bookdepository.com/Dont-Tickle-Pig-Sam-Taplin/9781474981323
1%,2%,12%,29%,56%,4.37,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4263/9781426310591.jpg,260 ratings,https://www.bookdepository.com/National-Geographic-Kids-Readers-Titanic-Melissa-Stewart/9781426310591
1%,1%,12%,42%,44%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4350/9788435018944.jpg,"47,671 ratings",https://www.bookdepository.com/SVEIN-EL-DEL-CABALLO-BLANCO-II-Bolsillo-Cornwell-Bernard/9788435018944
2%,2%,20%,37%,38%,4.08,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7566/9780756660352.jpg,91 ratings,https://www.bookdepository.com/DK-Eyewitness-Books-Plant-David-Burnie/9780756660352
1%,3%,16%,24%,55%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5904/9780590414272.jpg,"34,777 ratings",https://www.bookdepository.com/Magic-School-Bus-Inside-Human-Body-Joanna-Cole/9780590414272
1%,1%,7%,29%,62%,4.5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4197/9781419721373.jpg,"6,997 ratings",https://www.bookdepository.com/Ada-Twist-Scientist-Andrea-Beaty/9781419721373
1%,2%,9%,30%,59%,4.44,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3164/9780316480581.jpg,851 ratings,https://www.bookdepository.com/Molecules-Nick-Mann/9780316480581
0%,8%,15%,0%,77%,4.46,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409581543.jpg,13 ratings,https://www.bookdepository.com/Babys-Very-First-Musical-Play-Book-Fiona-Watt/9781409581543
0%,4%,27%,33%,36%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4654/9781465435682.jpg,485 ratings,https://www.bookdepository.com/DK-Eyewitness-Books-Ancient-Rome-Simon-James/9781465435682
0%,1%,14%,40%,45%,4.29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4864/9780486443577.jpg,207 ratings,https://www.bookdepository.com/Eric-Sloanes-Weather-Book-Eric-Sloane/9780486443577
0%,2%,13%,37%,48%,4.3,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7566/9780756668839.jpg,46 ratings,https://www.bookdepository.com/DK-Eyewitness-Books-Endangered-Animals-Ben-Hoare/9780756668839
0%,3%,6%,34%,58%,4.46,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241514634.jpg,71 ratings,https://www.bookdepository.com/This-Cant-Be-Happening-George-Monbiot/9780241514634
0%,0%,16%,55%,29%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9133/9781913348724.jpg,31 ratings,https://www.bookdepository.com/Rewilding-Urban-Soul-Claire-Dunn/9781913348724
1%,3%,19%,41%,36%,4.08,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5011/9781501187858.jpg,"1,465 ratings",https://www.bookdepository.com/Revolutionary-Genius-Plants-Stefano-Mancuso/9781501187858
0%,0%,0%,100%,0%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474976756.jpg,1 rating,https://www.bookdepository.com/Dont-Tickle-Bear-Sam-Taplin/9781474976756
0%,7%,10%,37%,47%,4.23,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474968720.jpg,30 ratings,https://www.bookdepository.com/Dont-Tickle-Lion-Sam-Taplin/9781474968720
0%,4%,7%,39%,50%,4.36,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474976763.jpg,28 ratings,https://www.bookdepository.com/Dont-Tickle-Dinosaur-Sam-Taplin/9781474976763
0%,0%,6%,39%,55%,4.48,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474968713.jpg,33 ratings,https://www.bookdepository.com/Dont-Tickle-Hippo-Sam-Taplin/9781474968713
1%,2%,13%,39%,45%,4.24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4350/9788435018500.jpg,"84,637 ratings",https://www.bookdepository.com/Northumbria-el-último-reino-Bernard-Cornwell/9788435018500
1%,3%,25%,35%,35%,4.01,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4654/9781465438478.jpg,93 ratings,https://www.bookdepository.com/DK-Eyewitness-Books-Tree-David-Burnie/9781465438478
0%,0%,33%,22%,44%,4.11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409581536.jpg,9 ratings,https://www.bookdepository.com/Babys-Very-First-touchy-feely-Fingertrail-Play-book-Fiona-Watt/9781409581536
1%,2%,13%,31%,53%,4.33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7534/9780753437490.jpg,298 ratings,https://www.bookdepository.com/Basher-Science-Biology-Dan-Green/9780753437490
0%,0%,27%,33%,40%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0083/9780008392147.jpg,15 ratings,https://www.bookdepository.com/Irish-Nature-Year-Jane-Powers/9780008392147
0%,6%,23%,32%,39%,4.03,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409581277.jpg,31 ratings,https://www.bookdepository.com/Babys-Very-First-Slide-See-Farm-Fiona-Watt/9781409581277
0%,2%,23%,30%,45%,4.18,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7437/9781743795705.jpg,56 ratings,https://www.bookdepository.com/Still-Natalie-Walton/9781743795705
1%,2%,10%,23%,64%,4.46,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8571/9781857152593.jpg,945 ratings,https://www.bookdepository.com/Complete-Works-Michel-De-Montaigne/9781857152593
0%,0%,43%,14%,43%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474993876.jpg,7 ratings,https://www.bookdepository.com/Dont-Tickle-Unicorn-Sam-Taplin/9781474993876
0%,0%,12%,50%,38%,4.25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409581796.jpg,8 ratings,https://www.bookdepository.com/Wind-up-Train-Fiona-Watt/9781409581796
0%,1%,9%,36%,54%,4.43,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4350/9788435021814.jpg,"16,909 ratings",https://www.bookdepository.com/PORTADOR-DE-LA-LLAMA-EL-Bernard-Cornwell/9788435021814
1%,3%,17%,35%,44%,4.18,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6034/9781603429818.jpg,"1,199 ratings",https://www.bookdepository.com/Farm-Anatomy-Julia-Rothman/9781603429818
2%,3%,13%,32%,51%,4.29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4472/9781447225997.jpg,"133,296 ratings",https://www.bookdepository.com/All-Creatures-Great-Small-James-Herriot/9781447225997
0%,0%,14%,55%,30%,4.16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5294/9781529410259.jpg,69 ratings,https://www.bookdepository.com/Rewild-Your-Garden-Frances-Tophill/9781529410259
2%,4%,22%,36%,36%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2264/9780226478227.jpg,114 ratings,https://www.bookdepository.com/What-Is-Dog-Lorna-Coppinger/9780226478227
0%,3%,20%,43%,34%,4.07,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9115/9781911595427.jpg,244 ratings,https://www.bookdepository.com/Mad-about-House-Kate-Watson-Smyth/9781911595427
4%,6%,15%,27%,48%,4.09,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8571/9781857152234.jpg,"829,895 ratings",https://www.bookdepository.com/One-Hundred-Years-Solitude-Gabriel-Garcia-Marquez/9780141184999
0%,2%,27%,33%,38%,4.07,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474921725.jpg,45 ratings,https://www.bookdepository.com/Babys-Very-First-Slide-See-Zoo-Fiona-Watt/9781474921725
0%,0%,16%,55%,29%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9257/9781925713152.jpg,31 ratings,https://www.bookdepository.com/Rewilding-Urban-Soul-Claire-Dunn/9781913348724
0%,2%,13%,40%,45%,4.27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6121/9781612123394.jpg,747 ratings,https://www.bookdepository.com/Food-Anatomy-Julia-Rothman/9781612123394
5%,0%,11%,37%,47%,4.21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4504/9781450496445.jpg,19 ratings,https://www.bookdepository.com/Basketball-Anatomy-Brian-Cole/9781450496445
0%,0%,0%,25%,75%,4.75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4925/9781492548423.jpg,4 ratings,https://www.bookdepository.com/Golf-Anatomy-Craig-Davies/9781492548423
0%,0%,20%,20%,60%,4.4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409507697.jpg,15 ratings,https://www.bookdepository.com/Noisy-Touchy-feely-Santa-Felicity-Brooks/9781409507697
0%,6%,23%,32%,39%,4.03,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409581277.jpg,31 ratings,https://www.bookdepository.com/Babys-Very-First-Slide-See-Farm-Fiona-Watt/9781409581277
3%,4%,15%,34%,45%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241951460.jpg,"50,015 ratings",https://www.bookdepository.com/My-Family-Other-Animals-Gerald-Durrell/9780141374109
0%,1%,12%,39%,48%,4.33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241981658.jpg,"7,907 ratings",https://www.bookdepository.com/Birds-Beasts-Relatives-Gerald-Durrell/9780241981658
0%,6%,3%,26%,65%,4.5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241435816.jpg,34 ratings,https://www.bookdepository.com/Wild-Your-Garden-Butterfly-Brothers/9780241435816
0%,0%,6%,9%,85%,4.79,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529049725.jpg,33 ratings,https://www.bookdepository.com/Clean-Green-Nancy-Birtwhistle/9781529049725
2%,3%,12%,31%,52%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4472/9781447226017.jpg,"75,381 ratings",https://www.bookdepository.com/All-Things-Bright-Beautiful-James-Herriot/9781447226017
6%,3%,14%,36%,42%,4.06,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474921718.jpg,36 ratings,https://www.bookdepository.com/Babys-Very-First-Slide-See-Dinosaurs-Fiona-Watt/9781474921718
1%,2%,9%,28%,61%,4.47,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8571/9781857152487.jpg,"4,336 ratings",https://www.bookdepository.com/Cairo-Trilogy-Naguib-Mahfouz/9781857152487
2%,4%,12%,31%,51%,4.27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5942/9781594200106.jpg,"536,175 ratings",https://www.bookdepository.com/Shadow-Wind-Carlos-Ruiz-Zafon/9781594200106
0%,1%,11%,28%,60%,4.47,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9161/9781916180512.jpg,158 ratings,https://www.bookdepository.com/Slow-Down-Rachel-Williams/9781916180512
2%,6%,20%,33%,40%,4.02,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0622/9780062208965.jpg,"3,412 ratings",https://www.bookdepository.com/Daring-Book-for-Girls-Andrea-J-Buchanan/9780062208965
