product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_num_reviews,product_url,ID
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/71huIk2frkS.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/beyerdynamic-Premium-Headphone-Extension-Bundle/dp/B099KHZJ5W,AMZN-197
0%,0%,35%,0%,65%,"4.3""",https://m.media-amazon.com/images/I/71k+AR+36GL._AC_SY300_SX300_.jpg,4,https://www.amazon.com/beyerdynamic-Over-Ear-Headphones-4-Channel-Amplifier/dp/B08R7NPWN6,AMZN-198
9%,2%,5%,13%,71%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/71b3LPQMbIL.__AC_SY300_SX300_QL70_ML2_.jpg,169,https://www.amazon.com/Rand-McNally-ClearDryve-Cancellation-Processing/dp/B07YP73V5J,AMZN-199
8%,0%,5%,10%,77%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/613d7q90VCL.__AC_SX300_SY300_QL70_ML2_.jpg,53,https://www.amazon.com/beyerdynamic-Acoustically-Headphones-4-Channel-Headphone/dp/B08D6TZ192,AMZN-200
25%,0%,0%,0%,75%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/51X-OnVMYDL.__AC_SX300_SY300_QL70_ML2_.jpg,5,https://www.amazon.com/AIAIAI-Studio-Closed-Back-Over-Ear-Headphones/dp/B09B2CMWGC,AMZN-201
6%,0%,4%,12%,79%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/51TtVYjf1bL.__AC_SX300_SY300_QL70_ML2_.jpg,83,https://www.amazon.com/beyerdynamic-Headphones-4-Channel-Headphone-Amplifier/dp/B07M7283Y6,AMZN-202
14%,28%,0%,0%,58%,"3.6""",https://images-na.ssl-images-amazon.com/images/I/51rpZYPca3S._SY445_SX342_QL70_ML2_.jpg,4,https://www.amazon.com/Califone-International-CII3068AV10L-Switchable-Headphones/dp/B013TQ7E50,AMZN-203
11%,6%,11%,23%,49%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/81JknhBLFgL.__AC_SX300_SY300_QL70_ML2_.jpg,49,https://www.amazon.com/Pioneer-SE-MX9-K-Headphones-Indigo-Black/dp/B00JXUUVWU,AMZN-204
3%,2%,4%,13%,79%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/8182xOzfS2L.__AC_SX300_SY300_QL70_ML2_.jpg,1009,https://www.amazon.com/Sennheiser-HD-Over-Audiophile-Headphones/dp/B08J9MVB6W,AMZN-205
17%,5%,13%,17%,48%,"3.7""",https://images-na.ssl-images-amazon.com/images/I/71OPtl9mYSL.__AC_SX300_SY300_QL70_ML2_.jpg,332,https://www.amazon.com/Sennheiser-Urbanite-Galaxy-Over-Ear-Headphones/dp/B00M3NZE5S,AMZN-206
0%,14%,6%,22%,58%,"4.2""",https://images-na.ssl-images-amazon.com/images/I/61fYtZxQ5kL.__AC_SX300_SY300_QL70_ML2_.jpg,12,https://www.amazon.com/Ultrasone-Surround-Professional-Open-Back-Headphones/dp/B07JJZ32M7,AMZN-207
5%,0%,0%,10%,85%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/61v1UdeyxmL.__AC_SX300_SY300_QL70_ML2_.jpg,74,https://www.amazon.com/Beyerdynamic-Studio-Headphones-Limited-Headphone/dp/B07X5C71BJ,AMZN-208
9%,15%,7%,16%,53%,"3.9""",https://m.media-amazon.com/images/I/81P5bY+Iq6L._AC_SY300_SX300_.jpg,47,https://www.amazon.com/Blue-High-Fidelity-Headphones-Integrated-Audiophile/dp/B076ZW42W1,AMZN-209
8%,9%,11%,12%,60%,"4.1""",https://images-na.ssl-images-amazon.com/images/I/51jYGA1hQbL.__AC_SX300_SY300_QL70_ML2_.jpg,48,https://www.amazon.com/Bowers-Wilkins-P3-Headphones-Grey/dp/B00F6PRSPE,AMZN-210
0%,0%,20%,10%,70%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/71so0gnht4L.__AC_SX300_SY300_QL70_ML2_.jpg,13,https://www.amazon.com/Califone-2810-TI-Listening-Stereo-Headphone/dp/B00JDW44BW,AMZN-211
12%,5%,14%,14%,54%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/61V7DuaFjRL.__AC_SX300_SY300_QL70_ML2_.jpg,27,https://www.amazon.com/Avantree-HT5009-Audition-Bundle-Transmitter/dp/B08P2ZBYYS,AMZN-212
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/61No9WphzcS.__AC_SX300_SY300_QL70_ML2_.jpg,2,https://www.amazon.com/Avantree-HT5006-Aria-Transmitter-theTransmitter/dp/B08Q3WHBW4,AMZN-213
23%,24%,0%,19%,34%,"3.2""",https://images-na.ssl-images-amazon.com/images/I/616eACifjWL.__AC_SX300_SY300_QL70_ML2_.jpg,5,https://www.amazon.com/Avantree-Oasis-Plus-Aria-Pro/dp/B08HMPGD7R,AMZN-214
9%,0%,6%,14%,71%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/811DVZUaddL.__AC_SY300_SX300_QL70_ML2_.jpg,92,https://www.amazon.com/Headphones-Classroom-Supplies-Elementary-Students/dp/B08CMQ1YK9,AMZN-215
10%,12%,12%,28%,38%,"3.7""",https://images-na.ssl-images-amazon.com/images/I/91WD1EzhygL.__AC_SX300_SY300_QL70_ML2_.jpg,19,https://www.amazon.com/Cleer-NC-Noise-Cancelling-Headphone/dp/B010SR24BW,AMZN-216
0%,0%,0%,0%,100%,"5.0""",https://m.media-amazon.com/images/I/41+gTKyiRvL._AC_SY300_SX300_.jpg,1,https://www.amazon.com/Axel-Customizable-Over-Ear-Headphones-Microphone/dp/B019WMAQUK,AMZN-217
4%,7%,3%,22%,63%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/81fL2cIvF2S.__AC_SX300_SY300_QL70_ML2_.jpg,63,https://www.amazon.com/GRADO-SR125x-Prestige-Open-Back-Headphones/dp/B091G591J7,AMZN-218
5%,4%,4%,11%,77%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/61Nz8Ix0YHL.__AC_SX300_SY300_QL70_ML2_.jpg,2155,https://www.amazon.com/Sony-Noise-Cancelling-Headphones-WH1000XM2/dp/B074KBWVYT,AMZN-219
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/81Fqha84auL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/Califone-Switchable-Headphones-Headband-Adjustable/dp/B007HI0GUC,AMZN-220
2%,2%,3%,6%,87%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/91KJCoWxogL.__AC_SX300_SY300_QL70_ML2_.jpg,98,https://www.amazon.com/Beyerdynamic-Headphones-Headphone-Optimizer-Extension/dp/B07LBZ98Z1,AMZN-221
12%,8%,9%,9%,63%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/71nDmsGaxmL.__AC_SX300_SY300_QL70_ML2_.jpg,221,https://www.amazon.com/Bose-QuietComfort-Acoustic-Cancelling-Headphones/dp/B00VW7U8SY,AMZN-222
10%,10%,14%,14%,53%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/81kQSRH8YZL.__AC_SX300_SY300_QL70_ML2_.jpg,15,https://www.amazon.com/Beyerdynamic-Closed-Back-Headphones-Smartphones-Suspension/dp/B08LDVCDX2,AMZN-223
0%,0%,0%,31%,69%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/61HYAsh2Y9L.__AC_SX300_SY300_QL70_ML2_.jpg,6,https://www.amazon.com/Avantree-HT5009-NB16-Bundle-Over/dp/B08KDPJDDX,AMZN-224
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/71hwLyXgUWL.__AC_SX300_SY300_QL70_ML2_.jpg,5,https://www.amazon.com/Avantree-Opera-Extra-Pads-Bundle/dp/B08TQRN3KC,AMZN-225
0%,0%,0%,46%,54%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/91qa9iUEDtS.__AC_SX300_SY300_QL70_ML2_.jpg,2,https://www.amazon.com/Beyerdynamic-Headphones-Controller-Extension-Headphone/dp/B098PFSWHR,AMZN-226
0%,0%,0%,100%,0%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/91dUP4sBbgS.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/Beyerdynamic-Headphones-Controller-Extension-Headphone/dp/B098PDWXWM,AMZN-227
3%,5%,5%,14%,73%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/61bT9M0oBIL.__AC_SX300_SY300_QL70_ML2_.jpg,145,https://www.amazon.com/Califone-2800-YL-Listening-Headphones-Yellow/dp/B00NH8P2QE,AMZN-228
3%,1%,3%,9%,84%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/51-CdmhSPLL.__AC_SY445_SX342_QL70_ML2_.jpg,43092,https://www.amazon.com/Beats-Solo3-Wireless-Ear-Headphones/dp/B07YVYPNRH,AMZN-229
2%,3%,8%,17%,71%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/61RPAQSDX6L.__AC_SX300_SY300_QL70_ML2_.jpg,534,https://www.amazon.com/Sony-MDRX10-RED-Headphones-Diaphragms/dp/B00972M942,AMZN-230
11%,3%,9%,13%,65%,"4.2""",https://m.media-amazon.com/images/I/713QQ+xFSQL._AC_SY300_SX300_.jpg,99,https://www.amazon.com/Poly-Plantronics-Headphones-USB-Bluetooth/dp/B09BBSWV89,AMZN-231
9%,3%,10%,4%,74%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/71WcMDMrSML.__AC_SX300_SY300_QL70_ML2_.jpg,379,https://www.amazon.com/Bose-QuietComfort-Acoustic-Cancelling-Headphones/dp/B00EWJHRMY,AMZN-232
7%,2%,12%,11%,68%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/51DI7ibmMpL.__AC_SY300_SX300_QL70_ML2_.jpg,313,https://www.amazon.com/Philips-X3-Headphones-Multi-Layer-diaphragms/dp/B0884XTXS8,AMZN-233
12%,12%,0%,12%,64%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/61TLb7VpNtL.__AC_SX300_SY300_QL70_ML2_.jpg,12,https://www.amazon.com/CN-Outlet-Headphones-Microphone-Wholesale-Disposable/dp/B09CD6C3J5,AMZN-234
22%,14%,4%,16%,44%,"3.5""",https://images-na.ssl-images-amazon.com/images/I/71IHMdlbg5L.__AC_SX300_SY300_QL70_ML2_.jpg,50,https://www.amazon.com/Urbanista-Cancelling-Headphones-Powerfoyle-Bluetooth/dp/B0995ZVXRF,AMZN-235
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/51d4rRwUtUL.__AC_SX300_SY300_QL70_ML2_.jpg,2,https://www.amazon.com/V-MODA-Crossfade-Noise-Isolating-Headphone-Headphones/dp/B01M5AMPRP,AMZN-236
6%,5%,9%,17%,63%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/71j1dzyRQPS.__AC_SX300_SY300_QL70_ML2_.jpg,2876,https://www.amazon.com/Sennheiser-HD-450SE-Bluetooth-Headphone/dp/B09325WTV5,AMZN-237
0%,0%,0%,50%,50%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/51rDYXxnHwL.__AC_SX300_SY300_QL70_ML2_.jpg,2,https://www.amazon.com/AKG-Pro-Audio-Closed-Back-Headphones/dp/B08X2TT5R4,AMZN-238
18%,8%,9%,21%,44%,"3.7""",https://images-na.ssl-images-amazon.com/images/I/51K4DvvhQxL.__AC_SX300_SY300_QL70_ML2_.jpg,53,https://www.amazon.com/Phiaton-BT-460-Headphones-Microphone/dp/B01AH4T8GK,AMZN-239
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/913npXgTHEL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/Audio-Technica-Professional-Headphones-Engineering-Swiveling/dp/B08SJ7LR8T,AMZN-240
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/71r4YeIOALL.__AC_SY300_SX300_QL70_ML2_.jpg,2,https://www.amazon.com/Blue-Tiger-Wireless-Bluetooth-Headset/dp/B09SBGGF6K,AMZN-241
22%,0%,0%,0%,78%,"4.1""",https://images-na.ssl-images-amazon.com/images/I/61Nyo8l6u9L.__AC_SX300_SY300_QL70_ML2_.jpg,8,https://www.amazon.com/Beyerdynamic-Headphones-Headphone-Wooden-Bundle/dp/B089TVSBM7,AMZN-242
21%,17%,18%,13%,31%,"3.2""",https://images-na.ssl-images-amazon.com/images/I/61jIbeKnNkL.__AC_SX300_SY300_QL70_ML2_.jpg,22,https://www.amazon.com/Avantree-HT280-Dual-Link-Bundle/dp/B08MZH5CWT,AMZN-243
0%,0%,0%,0%,100%,"5.0""",https://m.media-amazon.com/images/I/61eM+Gr8QwL._AC_SY300_SX300_.jpg,5,https://www.amazon.com/AKG-Closed-Back-Headphones-Professional-Inward-Folding/dp/B08WJFN2B6,AMZN-244
3%,4%,3%,13%,77%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/81wy2MmdmfL.__AC_SX300_SY300_QL70_ML2_.jpg,317,https://www.amazon.com/Philips-X2HR-Fidelio-Headphone-Black/dp/B06ZZXKZ25,AMZN-245
2%,3%,5%,7%,83%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/612oYRSDxbL.__AC_SX300_SY300_QL70_ML2_.jpg,205,https://www.amazon.com/beyerdynamic-DT-990-Acoustically-Headphones-Headphone/dp/B087RQH577,AMZN-246
4%,4%,4%,11%,76%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/71ogTUvsWqL.__AC_SX300_SY300_QL70_ML2_.jpg,1299,https://www.amazon.com/V-MODA-Crossfade-Over-Ear-Noise-Isolating-Headphone/dp/B00HYH7HXA,AMZN-247
2%,4%,9%,18%,67%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/41VNHW671PL.__AC_SX300_SY300_QL70_ML2_.jpg,381,https://www.amazon.com/Sony-MDR-V700DJ-DJ-Style-Monitor-Headphones/dp/B00001W0DH,AMZN-248
6%,2%,7%,14%,71%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/5118yz9Ne6L.__AC_SX300_SY300_QL70_ML2_.jpg,560,https://www.amazon.com/SOL-REPUBLIC-Tracks-Headphones-Black/dp/B005OLOIUI,AMZN-249
0%,0%,14%,17%,70%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/61MdzwrMGLL.__AC_SX300_SY300_QL70_ML2_.jpg,16,https://www.amazon.com/Republic-Tracks-Ultra-Headphones-Color/dp/B009LEPFKQ,AMZN-250
9%,21%,15%,32%,23%,"3.4""",https://images-na.ssl-images-amazon.com/images/I/71m3ExklDFL.__AC_SX300_SY300_QL70_ML2_.jpg,89,https://www.amazon.com/Polk-Audio-UltraFocus-Cancelling-Headphone/dp/B00BTYOL38,AMZN-251
4%,4%,15%,19%,58%,"4.2""",https://images-na.ssl-images-amazon.com/images/I/71KypPgoFqL.__AC_SX300_SY300_QL70_ML2_.jpg,156,https://www.amazon.com/SOL-REPUBLIC-Tracks-Headphones-Remote/dp/B008DWJ2WE,AMZN-252
0%,0%,24%,22%,53%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/613LXdwIHML.__AC_SX300_SY300_QL70_ML2_.jpg,5,https://www.amazon.com/Philips-Headphones-Canceling-Multipoint-Connectivity/dp/B09WCYXNQ7,AMZN-253
4%,1%,4%,15%,77%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/516Wi8CclLL.__AC_SX300_SY300_QL70_ML2_.jpg,964,https://www.amazon.com/KRK-Circumaural-Monitor-Headphones-Control/dp/B004ARUO2S,AMZN-254
2%,2%,5%,9%,82%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/51O-Pi9nsVL.__AC_SX300_SY300_QL70_ML2_.jpg,2318,https://www.amazon.com/Marshall-Major-Bluetooth-Headphone-Black/dp/B08KHT2HDT,AMZN-255
15%,0%,14%,14%,58%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/71WTEVEc2kL.__AC_SX300_SY300_QL70_ML2_.jpg,16,https://www.amazon.com/Frends-ROF_010798-Layla-Headphones/dp/B00BNSZAHQ,AMZN-256
23%,7%,31%,7%,31%,"3.2""",https://images-na.ssl-images-amazon.com/images/I/41sjo0Vz-tL.__AC_SX300_SY300_QL70_ML2_.jpg,65,https://www.amazon.com/Bowers-Wilkins-P3-Headphones-Wired/dp/B008F440HC,AMZN-257
0%,0%,0%,33%,67%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/61nSgf6s9nL.__AC_SX300_SY300_QL70_ML2_.jpg,5,https://www.amazon.com/TFD-Supplies-Wholesale-Headphones-Microphone/dp/B0788WVM8S,AMZN-258
3%,4%,8%,11%,74%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/81plOSo2LRL.__AC_SX300_SY300_QL70_ML2_.jpg,3054,https://www.amazon.com/Sennheiser-HD-598-Cs-Headphone/dp/B01JP436TS,AMZN-259
4%,3%,4%,11%,77%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/81GOCmz5fkL.__AC_SX300_SY300_QL70_ML2_.jpg,1461,https://www.amazon.com/Bose-SoundLink-Bluetooth-Wireless-Headphones/dp/B00M58CMYC,AMZN-260
0%,0%,0%,100%,0%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/71VRObmBAgL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/AKG-Over-Ear-Closed-Back-Foldable-Headphones/dp/B07YCRTBZ9,AMZN-261
11%,4%,6%,14%,64%,"4.2""",https://m.media-amazon.com/images/I/71XSrswt4+L._AC_SY300_SX300_.jpg,320,https://www.amazon.com/Brookstone-AirPhones-Headphones-Transmitting-Comfortable/dp/B08DKC1L97,AMZN-262
15%,7%,0%,13%,66%,"4.1""",https://images-na.ssl-images-amazon.com/images/I/51SX8EvaiHL.__AC_SX300_SY300_QL70_ML2_.jpg,18,https://www.amazon.com/Volkano-Wireless-Bluetooth-Headphones-Cancelling/dp/B07G5GXKCL,AMZN-263
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/513e-uBQRdL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/SOUNDWARRIOR-SW-HP10LIVE-Closed-Back-Headphones-Detachable/dp/B08P5FRH6W,AMZN-264
11%,9%,14%,25%,41%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/71CviOdFf8L.__AC_SX300_SY300_QL70_ML2_.jpg,207,https://www.amazon.com/Sennheiser-HD-239-Headphones-Black/dp/B005SNPTRS,AMZN-265
2%,2%,4%,13%,78%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/61y6RMXqP3L.__AC_SX300_SY300_QL70_ML2_.jpg,5506,https://www.amazon.com/Philips-X2HR-Over-Ear-Open-Air-Headphone/dp/B01N5VHLUG,AMZN-266
42%,0%,0%,32%,26%,"3.0""",https://images-na.ssl-images-amazon.com/images/I/61PCM5CWfNL.__AC_SX300_SY300_QL70_ML2_.jpg,6,https://www.amazon.com/Avantree-HT5009-HS102-Bundle-Transmitter/dp/B08MTCC6YY,AMZN-267
6%,0%,8%,8%,77%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/612rkVg4WqL.__AC_SX300_SY300_QL70_ML2_.jpg,42,https://www.amazon.com/Harlan-Hogan-Voice-Over-Headphones/dp/B009W37D4W,AMZN-268
2%,3%,10%,16%,70%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/61kHo3PAdaL.__AC_SX300_SY300_QL70_ML2_.jpg,293,https://www.amazon.com/SIVGA-Classic-Zebrano-Over-Ear-Headphone/dp/B09CGNG6WP,AMZN-269
3%,1%,8%,11%,76%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/813VI-VoGML.__AC_SX300_SY300_QL70_ML2_.jpg,889,https://www.amazon.com/Shure-Studio-Headphones-Black-SRH840A/dp/B00OP93VI0,AMZN-270
9%,0%,11%,15%,66%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/51WSSzuom8L.__AC_SX300_SY300_QL70_ML2_.jpg,43,https://www.amazon.com/Veho-Bluetooth-Headphones-Microphone-Rechargeable/dp/B073RG5CNZ,AMZN-271
5%,2%,4%,15%,74%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/81heCZCDgnL.__AC_SX300_SY300_QL70_ML2_.jpg,301,https://www.amazon.com/Sony-Cancelling-Wireless-Headphone-Grayish/dp/B074W5BKPH,AMZN-272
11%,7%,5%,15%,63%,"4.1""",https://images-na.ssl-images-amazon.com/images/I/61KdsC6PE-L.__AC_SY300_SX300_QL70_ML2_.jpg,65,https://www.amazon.com/Boomphones-Phantom-Headphones-Boombox-Matte/dp/B00GM51W18,AMZN-273
16%,23%,14%,28%,18%,"3.1""",https://images-na.ssl-images-amazon.com/images/I/9197YVcCCpL.__AC_SY300_SX300_QL70_ML2_.jpg,125,https://www.amazon.com/AKG-K490NC-High-Performance-Noise-Cancelling-Headphones/dp/B006S8DS4I,AMZN-274
8%,2%,8%,10%,72%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/71zMi1wxCAL.__AC_SX300_SY300_QL70_ML2_.jpg,69,https://www.amazon.com/SIMOLIO-Headphones-Protection-Headphone-Assistance/dp/B07RN8L8MK,AMZN-275
10%,7%,6%,24%,53%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/614sMjTbYZL.__AC_SX300_SY300_QL70_ML2_.jpg,333,https://www.amazon.com/Bose-QuietComfort-Cancelling-Discontinued-Manufacturer/dp/B0030XXH1S,AMZN-276
22%,18%,12%,22%,26%,"3.1""",https://images-na.ssl-images-amazon.com/images/I/61mTq7sd8LL.__AC_SX300_SY300_QL70_ML2_.jpg,50,https://www.amazon.com/Earpanda-Headphones-Headsets-Listening-Privately/dp/B09ST34766,AMZN-277
17%,8%,24%,17%,34%,"3.4""",https://images-na.ssl-images-amazon.com/images/I/71PCvF767zL.__AC_SX300_SY300_QL70_ML2_.jpg,91,https://www.amazon.com/SMS-Audio-SMS-DJ-GRY-Street-Headphones/dp/B008GVNR2I,AMZN-278
7%,5%,4%,15%,68%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/41M9CQ072QL.__AC_SX300_SY300_QL70_ML2_.jpg,722,https://www.amazon.com/Sennheiser-HD555-Professional-Headphones-Channeling/dp/B0001FTVDQ,AMZN-279
22%,6%,10%,19%,43%,"3.5""",https://images-na.ssl-images-amazon.com/images/I/615d1i-9h7L.__AC_SX300_SY300_QL70_ML2_.jpg,403,https://www.amazon.com/Philips-Noise-Canceling-Headphones-Discontinued-Manufacturer/dp/B00085ESA0,AMZN-280
5%,5%,7%,21%,62%,"4.3""",https://m.media-amazon.com/images/I/71QTQH+X28L._AC_SY300_SX300_.jpg,122,https://www.amazon.com/Pioneer-dynamic-headphones-corresponding-SE-MHR5/dp/B01ANWPY6Y,AMZN-281
5%,4%,0%,20%,71%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/81X8W4pEsWL.__AC_SX300_SY300_QL70_ML2_.jpg,33,https://www.amazon.com/L2-Headphone-Attachable-Microphone-Headphones/dp/B08L476VBX,AMZN-282
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/51ZjBkzNBtL.__AC_SX300_SY300_QL70_ML2_.jpg,2,https://www.amazon.com/DROP-HE-R7DX-Closed-Back-Sensitivity-Midnight-Blue/dp/B09RTN2M4Q,AMZN-283
6%,3%,7%,15%,69%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/51OF7sr7e6L.__AC_SX300_SY300_QL70_ML2_.jpg,464,https://www.amazon.com/Sony-WH-CH710N-Bluetooth-Cancelling-Headphones/dp/B08GM9NKS2,AMZN-284
16%,0%,0%,29%,55%,"4.1""",https://images-na.ssl-images-amazon.com/images/I/51usWzQZKoL.__AC_SX300_SY300_QL70_ML2_.jpg,4,https://www.amazon.com/Orange-Stereo-Headphones-Microphone-10-Pack/dp/B07GT866HS,AMZN-285
0%,17%,9%,49%,24%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/61dkYHgMmoL.__AC_SX300_SY300_QL70_ML2_.jpg,13,https://www.amazon.com/Sony-Wireless-Headphones-WH-CH500-Bluetooth-Enabled/dp/B07DFWNDQX,AMZN-286
0%,42%,0%,0%,58%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/51MQH74XakL.__AC_SX300_SY300_QL70_ML2_.jpg,2,https://www.amazon.com/AE-36-Stereo-Headphones-Microphone-10-Pack/dp/B07GT8KZCT,AMZN-287
8%,7%,15%,27%,43%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/81iOP-12TPL.__AC_SX300_SY300_QL70_ML2_.jpg,74,https://www.amazon.com/Sony-MDR-IF245R-Additional-Headphones-MDR-IF245RK/dp/B00931SI60,AMZN-288
0%,0%,0%,16%,84%,"4.8""",https://images-na.ssl-images-amazon.com/images/I/819jOA09hxL.__AC_SX300_SY300_QL70_ML2_.jpg,11,https://www.amazon.com/Audio-Technica-HDC112A-1-2-Detachable-Audiophile/dp/B07BPFTGHL,AMZN-289
4%,1%,5%,10%,79%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/51XHStVq1JL.__AC_SY300_SX300_QL70_ML2_.jpg,100,https://www.amazon.com/Heil-Sound-PROSET-3-Circumaural-Headphones/dp/B008D64IG0,AMZN-290
0%,0%,13%,21%,66%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/71VQ2GR7PhL.__AC_SX300_SY300_QL70_ML2_.jpg,12,https://www.amazon.com/Sony-Noise-Cancelling-Headphones-WHCH700N/dp/B08PD1YB86,AMZN-291
3%,3%,7%,14%,74%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/81Kl5RR0vWL.__AC_SY300_SX300_QL70_ML2_.jpg,1215,https://www.amazon.com/HD10BT-Professional-Headphones-Canceling-technology/dp/B07YF1LKB5,AMZN-292
5%,3%,7%,16%,69%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/51kQYKuPOnL.__AC_SX300_SY300_QL70_ML2_.jpg,1650,https://www.amazon.com/JBL-T750BTNC-Wireless-Headphones-Cancellation/dp/B0818LTZVH,AMZN-293
6%,7%,10%,18%,59%,"4.2""",https://m.media-amazon.com/images/I/61+2OqY98VL._AC_SY300_SX300_.jpg,259,https://www.amazon.com/Wholesale-Headphones-Classroom-Students-Children/dp/B083JCCWCB,AMZN-294
8%,9%,16%,17%,50%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/51895hZkPHL.__AC_SX300_SY300_QL70_ML2_.jpg,110,https://www.amazon.com/Headphones-Wholesale-Earphones-Classroom-Students/dp/B083FTYVXL,AMZN-295
7%,6%,11%,14%,62%,"4.2""",https://images-na.ssl-images-amazon.com/images/I/413j9AsZQRL.__AC_SX300_SY300_QL70_ML2_.jpg,1903,https://www.amazon.com/Sennheiser-Momentum-On-Ear-Headphone-Black/dp/B00DKPXU9A,AMZN-296
3%,2%,5%,14%,76%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/61Kq-Pz8d-L.__AC_SX300_SY300_QL70_ML2_.jpg,1968,https://www.amazon.com/JBL-Live-460NC-Ear-Cancelling/dp/B08WR6YDKP,AMZN-297
11%,7%,20%,16%,47%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/61utScb0bcS.__AC_SX300_SY300_QL70_ML2_.jpg,236,https://www.amazon.com/Sony-MDR-NC60-Canceling-Headphone-Version/dp/B000N385QK,AMZN-298
7%,11%,14%,10%,58%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/71auVlA-iqL.__AC_SX300_SY300_QL70_ML2_.jpg,64,https://www.amazon.com/Master-Dynamic-Over-Ear-Headphones-Superior/dp/B00MWDGTVM,AMZN-299
